Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price
Toyota,Mid-Sized Sedan,31-Jul-2012,2yrs 4mths 12days COE left),N.A,N.A,742,N.A,64201,1598,1195,2012,Auto,15101,15101,90,1,N.A
Honda,Stationwagon,23-Dec-2019,9yrs 9mths 4days COE left),7830,3500,682,47964,37900,1496,1190,2018,Auto,23272,14581,1,N.A,83800
Toyota,Bus/Mini Bus,02-Dec-2015,5yrs 8mths 13days COE left),8720,N.A,N.A,26201,45890,2982,2200,2014,Auto,38054,1903,1,N.A,49800
Honda,MPV,30-Apr-2008,3yrs 1mth 11days COE left),7320,N.A,1954,12735,20441,2354,1648,2008,Auto,28209,28209,118,3,22800
BMW,Stationwagon,N.A.,NA,N.A.,450,1210,N.A,10,1998,N.A,N.A,$10,763,N.A,N.A,N.A,N.A,155000
Mercedes-Benz,Hatchback,19-Nov-2015,5yrs 8mths  COE left),10240,62000,740,50087,57301,1595,1425,2015,Auto,26023,23433,90,3,69800
Mitsubishi,Mid-Sized Sedan,26-Feb-2010,5yrs  COE left),6560,N.A,734,N.A,N.A,1584,1162,2009,Auto,13446,13446,79,4,32800
Nissan,SUV,23-Feb-2017,6yrs 11mths 4days COE left),N.A,N.A,1210,N.A,45171,1997,1626,2016,Auto,23955,25537,106,1,N.A
Toyota,Truck,20-Dec-2017,7yrs 9mths 1day COE left),6810,63253,N.A,31074,40049,2982,1760,2017,Manual,33881,1695,1,N.A,52800
Hino,Truck,15-Dec-2009,9yrs 8mths 26days COE left),6540,130000,N.A,24932,25577,4009,2500,2009,Manual,36499,1825,3,N.A,63800
Toyota,Van,19-Feb-2020,9yrs 11mths  COE left),6530,N.A,N.A,24228,24402,2982,1700,2019,Manual,28138,1407,1,N.A,64800
Honda,Mid-Sized Sedan,04-May-2017,7yrs 1mth 15days COE left),N.A,N.A,684,N.A,54405,1498,1324,2017,Auto,27516,25523,127,1,N.A
Hyundai,Stationwagon,28-Feb-2011,11mths 9days COE left),N.A,N.A,238,N.A,25999,1591,1360,2010,Auto,13278,13278,89,1,N.A
Audi,SUV,27-Dec-2016,6yrs 9mths 8days COE left),19870,55000,1194,93271,51109,1984,2050,2016,Auto,58984,78172,185,1,173800
Toyota,Mid-Sized Sedan,31-Oct-2008,8yrs 7mths 12days COE left),N.A,N.A,818,N.A,30284,1496,1200,2008,Auto,16399,16399,81,3,N.A
Honda,Mid-Sized Sedan,18-Feb-2009,8yrs 10mths 30days COE left),N.A,N.A,814,N.A,25727,1595,1220,2008,Auto,22244,22244,92,3,N.A
Porsche,Sports Car,15-Jun-2007,7yrs 2mths 13days COE left),49680,N.A,4321,37822,52491,3600,1450,2007,Auto,186908,205599,305,6,358000
Kia,Mid-Sized Sedan,01-Sep-2009,4yrs 5mths 13days COE left),N.A,N.A,812,N.A,14664,1591,1251,2009,Auto,14195,14195,92,3,N.A
Mazda,Mid-Sized Sedan,31-Aug-2010,5mths 12days COE left),N.A,N.A,742,N.A,30051,1598,1275,2010,Auto,19396,19396,77,2,N.A
Saab,Luxury Sedan,27-Jun-2011,1yr 3mths 8days COE left),N.A,N.A,2142,N.A,65490,2792,1945,2010,Auto,51836,51836,221,3,N.A
Subaru,SUV,29-Oct-2015,5yrs 7mths 10days COE left),8770,68000,744,45020,55399,1600,1480,2015,Auto,18541,18541,84,1,58500
Honda,Mid-Sized Sedan,14-Mar-2012,1yr 11mths 23days COE left),11580,82000,742,23207,57009,1598,1225,2011,Auto,21606,21606,92,3,33800
Mitsubishi,SUV,27-Apr-2017,7yrs 1mth 8days COE left),10110,35000,1636,52444,52807,2360,1625,2017,Auto,19867,19867,123,1,81800
Mitsubishi,Truck,14-Aug-2015,5yrs 4mths 26days COE left),N.A,N.A,N.A,N.A,50098,11967,11360,2014,Manual,90931,4547,1,N.A,N.A
Honda,Mid-Sized Sedan,26-Sep-2017,7yrs 6mths 7days COE left),8500,39000,742,41857,36001,1597,1249,2017,Auto,19683,19683,92,1,73800
Toyota,SUV,21-Apr-2017,7yrs 1mth 2days COE left),10050,89000,974,42340,54405,1797,1440,2017,Auto,27318,5000,90,1,73800
Mitsubishi,Truck,30-Jun-2003,3yrs 3mths 11days COE left),10850,N.A,N.A,11067,16859,7545,10320,2003,Manual,50889,2545,6,N.A,35600
Subaru,SUV,06-Mar-2010,5yrs  COE left),N.A,N.A,1750,N.A,N.A,2457,1535,2010,Auto,25132,25132,169,5,N.A
Iveco,Truck,17-Feb-2014,3yrs 10mths 29days COE left),10030,N.A,N.A,19589,50001,12882,12280,2013,Auto,120467,6024,1,N.A,39300
Toyota,SUV,04-Dec-2015,5yrs 8mths 15days COE left),12780,41000,1196,61369,60789,1986,1610,2015,Auto,31073,35503,111,1,90800
Audi,Luxury Sedan,22-Jan-2009,8yrs 10mths 3days COE left),5740,149000,1313,27738,31335,1984,1550,2008,Auto,44160,44160,125,4,50800
Hyundai,SUV,02-Mar-2009,3yrs 11mths 11days COE left),7080,86500,1302,12625,15967,1975,1468,2008,Auto,16608,16608,104,2,28000
Audi,Luxury Sedan,06-Dec-2010,8mths 17days COE left),N.A,N.A,4206,N.A,46001,4163,1885,2010,Auto,99724,99724,273,2,N.A
Toyota,MPV,17-Aug-2017,7yrs 4mths 29days COE left),N.A,N.A,682,N.A,45201,1496,1320,2016,Auto,19633,9633,80,1,N.A
Honda,Hatchback,08-Jun-2009,4yrs 2mths 13days COE left),N.A,N.A,649,N.A,13943,1339,1010,2008,Auto,11722,4768,73,2,N.A
Honda,Hatchback,30-Sep-2008,3yrs 6mths 11days COE left),5520,228480,708,11430,16170,1339,1010,2008,Auto,11905,11905,73,5,19500
Nissan,Van,11-Jul-2014,4yrs 3mths 22days COE left),N.A,N.A,N.A,N.A,26192,2488,1800,2014,Manual,23804,1191,1,N.A,N.A
Subaru,Mid-Sized Sedan,05-Dec-2009,3yrs 10mths 13days COE left),5890,142000,1327,12139,15668,1994,1360,2008,Auto,15548,15548,110,3,22800
Honda,Hatchback,01-Jul-2008,3yrs 3mths 12days COE left),5440,232680,708,12553,19107,1339,1010,2008,Auto,11731,11731,73,5,17880
Toyota,MPV,13-Apr-2017,7yrs 25days COE left),9340,N.A,682,40354,51765,1496,1380,2016,Auto,22914,5000,73,1,68580
Toyota,Mid-Sized Sedan,22-May-2008,3yrs 2mths 3days COE left),N.A,N.A,890,N.A,19096,1598,1195,2008,Auto,16777,16777,80,2,N.A
BMW,Luxury Sedan,28-Nov-2014,4yrs 8mths 9days COE left),13920,N.A,1210,69823,72890,1997,1615,2013,Auto,45586,50821,135,2,90800
Honda,SUV,25-May-2017,7yrs 2mths 6days COE left),9090,N.A,N.A,3750,N.A,1496,1280,2017,Auto,25321,5000,112,1,67800
Volkswagen,Hatchback,30-Aug-2019,9yrs 5mths 11days COE left),N.A,N.A,624,N.A,32725,1395,1383,2018,Auto,28115,31361,92,1,N.A
Toyota,MPV,23-Dec-2015,5yrs 9mths 4days COE left),11400,98000,1196,55669,60001,1986,1600,2015,Auto,25777,28088,112,2,79800
Kia,Mid-Sized Sedan,30-Sep-2010,6mths 11days COE left),N.A,N.A,738,N.A,24240,1591,1251,2010,Auto,10860,10860,92,2,N.A
Mercedes-Benz,Luxury Sedan,29-Mar-2019,9yrs 10days COE left),14800,12000,740,67571,39401,1595,1490,2018,Auto,36172,42641,115,1,155000
Volkswagen,Sports Car,12-May-2008,3yrs 1mth 12days COE left),N.A,N.A,1433,N.A,20441,1984,1391,2008,Auto,31285,31285,147,4,N.A
Mercedes-Benz,Sports Car,08-Sep-2016,6yrs 5mths 20days COE left),41770,18000,3922,214595,57501,3982,1615,2015,Auto,146928,236471,340,2,388800
Honda,Mid-Sized Sedan,12-Dec-2008,3yrs 8mths 23days COE left),6910,160000,1174,11783,15777,1799,1219,2008,Auto,23035,23035,103,4,25800
BMW,Luxury Sedan,26-Mar-2010,10yrs  COE left),N.A,N.A,1208,N.A,N.A,1995,1390,2009,Auto,30195,30195,100,1,N.A
BMW,Luxury Sedan,16-Dec-2010,8mths 27days COE left),N.A,N.A,1208,N.A,49890,1995,1390,2010,Auto,28397,28397,100,3,N.A
Toyota,Mid-Sized Sedan,22-Sep-2006,1yr 6mths 3days COE left),7140,N.A,958,8067,26670,1497,1020,2006,Auto,12347,13582,80,3,10800
BMW,Sports Car,13-Jul-2011,10yrs  COE left),N.A.,150000,1208,N.A,N.A,1995,1490,2008,Auto,15787,15787,115,6,60000
Hyundai,Mid-Sized Sedan,31-Mar-2009,3yrs 11mths 11days COE left),N.A,N.A,812,N.A,12864,1591,1264,2009,Auto,11974,1010,89,3,N.A
Audi,Sports Car,08-Dec-2011,1yr 8mths 19days COE left),N.A,N.A,4206,N.A,72350,4163,1665,2011,Auto,159805,159805,316,4,N.A
Honda,Mid-Sized Sedan,19-Sep-2009,4yrs 6mths  COE left),N.A,N.A,N.A,N.A,14743,1339,1290,2008,Auto,33922,20354,70,4,N.A
Mercedes-Benz,SUV,26-Feb-2020,9yrs 11mths 7days COE left),26310,28,2384,133359,37109,2999,2220,2019,Auto,86995,128591,286,1,325988
Volvo,SUV,30-May-2019,9yrs 2mths 11days COE left),N.A,N.A,1176,N.A,42564,1969,1692,2019,Auto,30016,34023,185,1,N.A
Mercedes-Benz,Luxury Sedan,17-Feb-2017,6yrs 10mths 29days COE left),N.A,N.A,740,N.A,51109,1595,1425,2016,Auto,37206,39089,115,1,N.A
Mitsubishi,Truck,19-Jul-2007,2yrs 3mths 12days COE left),N.A,N.A,N.A,N.A,18757,2977,2500,2007,Manual,25429,1,N.A,N.A,N.A
Volvo,SUV,16-Sep-2016,6yrs 5mths 28days COE left),13460,63688,1176,69055,57002,1969,1722,2016,Auto,36201,42682,180,1,108800
Audi,Hatchback,27-Jul-2011,1yr 4mths 8days COE left),N.A,N.A,620,N.A,56002,1390,1190,2011,Auto,32822,32822,136,3,N.A
Mercedes-Benz,Luxury Sedan,22-Jan-2019,8yrs 10mths 3days COE left),N.A,N.A,740,N.A,31001,1595,1490,2018,Auto,36172,42641,115,1,N.A
Mitsubishi,Truck,13-Feb-2009,3yrs 8mths 12days COE left),6430,N.A,N.A,10643,14367,2977,2500,2008,Manual,27704,1386,1,N.A,23800
Mercedes-Benz,SUV,01-Nov-2016,6yrs 7mths 13days COE left),23290,22518,2382,134891,57508,2996,2220,2016,Auto,87255,129059,270,1,218800
Bentley,Luxury Sedan,04-Mar-2014,3yrs 11mths 14days COE left),N.A,N.A,7074,N.A,78700,5998,2475,2013,Auto,229368,384863,460,4,N.A
Hyundai,Mid-Sized Sedan,24-Sep-2018,8yrs 6mths 5days COE left),4900,12100,108,13196,8000,1368,1115,2018,Auto,8503,8503,73,1,45999
Honda,SUV,22-Dec-2017,7yrs 9mths 3days COE left),8700,30300,682,38750,38200,1496,1190,2017,Auto,21514,12120,96,1,73600
Honda,Hatchback,02-Mar-2015,4yrs 11mths 11days COE left),N.A,N.A,684,N.A,65001,1498,1046,2015,Auto,15374,5374,96,1,N.A
Toyota,Luxury Sedan,16-Mar-2015,4yrs 11mths 25days COE left),10700,110000,1792,55763,68668,2494,1470,2014,Auto,27619,30667,133,1,68800
Mazda,Mid-Sized Sedan,22-Jun-2017,7yrs 3mths 3days COE left),N.A,N.A,682,N.A,45201,1496,1310,2017,Auto,16256,11256,88,1,N.A
Honda,Hatchback,23-Dec-2015,5yrs 9mths 4days COE left),8080,39928,684,40859,57301,1498,1046,2015,Auto,15417,10417,96,2,51800
Ford,Sports Car,08-Jul-2016,6yrs 3mths 19days COE left),16490,27000,1520,64421,57010,2261,1560,2016,Manual,32824,37954,257,1,123000
Audi,Luxury Sedan,24-Nov-2015,5yrs 8mths 5days COE left),15550,30000,624,49204,59200,1395,1310,2015,Auto,27650,20710,92,2,98800
Honda,Mid-Sized Sedan,28-Sep-2017,7yrs 6mths 9days COE left),10900,52000,684,56312,51000,1498,1324,2017,Auto,26334,23868,127,2,94000
Mitsubishi,Truck,31-Oct-2013,3yrs 7mths 12days COE left),6580,N.A,N.A,11196,30935,2998,1780,2013,Auto,27700,1385,1,N.A,23800
Mercedes-Benz,Luxury Sedan,27-Dec-2010,10yrs  COE left),N.A,N.A,974,N.A,N.A,1796,1650,2010,Auto,55808,55808,150,2,N.A
Toyota,MPV,27-Aug-2019,9yrs 5mths 8days COE left),N.A,N.A,682,N.A,27000,1496,1320,2019,Auto,24626,16477,80,1,N.A
Jaguar,SUV,12-Aug-2016,6yrs 4mths 24days COE left),17880,32433,1912,90416,56089,1999,1770,2016,Auto,55928,72671,132,1,150800
Toyota,Truck,16-Jul-2018,8yrs 3mths 27days COE left),7300,N.A,N.A,25904,31092,2982,2180,2018,Manual,27084,1355,1,N.A,60800
Hyundai,Mid-Sized Sedan,16-Apr-2009,9yrs 28days COE left),4380,N.A,812,23773,26175,1591,1264,2009,Auto,11974,11974,89,2,39800
Maserati,Luxury Sedan,01-Oct-2015,5yrs 6mths 12days COE left),23950,90000,2362,134067,60001,2979,1810,2014,Auto,90243,134438,243,1,199888
BMW,MPV,27-May-2016,6yrs 2mths 8days COE left),N.A,N.A,1182,N.A,47889,1496,1480,2016,Auto,31331,25864,85,1,N.A
Lexus,SUV,26-Mar-2018,8yrs 7days COE left),19080,14000,1210,86171,38801,1998,1965,2018,Auto,56322,73380,175,1,189800
Mitsubishi,Bus/Mini Bus,05-Mar-2013,2yrs 11mths 14days COE left),18840,N.A,N.A,16286,54989,4899,4140,2011,Manual,88086,4405,1,N.A,55800
Toyota,Mid-Sized Sedan,28-Oct-2011,1yr 7mths 9days COE left),10800,114000,742,16240,50289,1598,1195,2011,Auto,14797,14797,90,2,24800
Toyota,Mid-Sized Sedan,19-Dec-2005,8mths 12days COE left),N.A,N.A,1026,N.A,28292,1497,1020,2005,Auto,12903,14194,80,3,N.A
Mazda,Hatchback,13-Jul-2017,7yrs 3mths 24days COE left),N.A,N.A,682,N.A,42801,1496,1068,2017,Auto,17623,7623,85,1,N.A
Mitsubishi,Truck,29-Oct-2014,4yrs 7mths 10days COE left),12600,N.A,N.A,5031,10899,7545,6160,2014,Manual,51307,2566,1,N.A,58188
Mercedes-Benz,Luxury Sedan,10-Oct-2019,9yrs 6mths 21days COE left),N.A,N.A,740,N.A,37912,1595,1490,2019,Auto,36204,42686,115,1,N.A
Hyundai,Hatchback,19-Nov-2018,8yrs 8mths  COE left),N.A,N.A,600,N.A,32302,1353,1240,2018,Auto,18535,18535,103,1,N.A
Isuzu,Truck,26-Apr-2017,7yrs 1mth 7days COE left),9120,N.A,N.A,15754,22168,5193,3300,2017,Manual,37833,1892,1,N.A,64800
Toyota,SUV,14-Nov-2008,8yrs 7mths 26days COE left),N.A,N.A,1966,N.A,32121,2362,1600,2008,Auto,28399,28399,118,2,N.A
Toyota,MPV,25-Mar-2010,10yrs  COE left),7830,N.A,1638,N.A,N.A,2362,1770,2009,Auto,36673,36673,125,3,78300
Hyundai,Mid-Sized Sedan,01-Mar-2016,5yrs 11mths 10days COE left),7790,53100,738,37382,46651,1591,1292,2015,Auto,12812,12812,97,1,52800
Nissan,Van,31-Aug-2011,1yr 5mths 12days COE left),10190,N.A,N.A,4212,29006,2953,1800,2011,Manual,29086,1455,2,N.A,14800
Honda,Stationwagon,03-Mar-2010,5yrs  COE left),N.A,N.A,682,N.A,N.A,1496,1180,2008,Auto,15432,15432,81,4,N.A
Honda,MPV,29-Mar-2018,8yrs 10days COE left),12070,42000,1630,64932,45289,2356,1865,2018,Auto,32906,38069,129,1,116000
Honda,MPV,08-Mar-2010,5yrs  COE left),7160,N.A,978,N.A,N.A,1799,1370,2009,Auto,24660,24660,103,2,35800
Mazda,Hatchback,26-Aug-2015,5yrs 5mths 7days COE left),8930,61419,682,40623,57498,1496,1324,2015,Auto,17450,12450,88,1,54800
Hyundai,Mid-Sized Sedan,12-Sep-2018,8yrs 5mths 24days COE left),7610,20000,738,37498,31997,1591,1345,2018,Auto,13775,13775,93,1,71500
Mercedes-Benz,SUV,09-May-2017,7yrs 1mth 20days COE left),N.A,N.A,2138,N.A,54406,2143,1845,2016,Auto,54955,70919,150,1,N.A
Volkswagen,Hatchback,29-Dec-2016,6yrs 9mths 10days COE left),N.A,N.A,624,N.A,49751,1395,1249,2016,Auto,20409,10573,92,1,N.A
Volkswagen,Mid-Sized Sedan,23-Mar-2015,5yrs 4days COE left),8660,62200,620,37653,61410,1390,1417,2014,Auto,19152,9152,90,2,48000
Toyota,MPV,31-Aug-2015,5yrs 5mths 12days COE left),16700,67000,1792,60851,60101,2493,1980,2015,Auto,32445,37423,134,2,109800
Mercedes-Benz,SUV,26-May-2016,6yrs 2mths 7days COE left),18110,57111,1202,69561,47604,1991,1735,2015,Auto,43903,53465,155,1,138800
Lexus,SUV,31-Aug-2016,6yrs 5mths 12days COE left),15480,78234,1210,80179,56956,1998,1755,2016,Auto,47062,57887,175,1,128888
Audi,Luxury Sedan,20-Jan-2017,6yrs 10mths 1day COE left),13620,83000,976,68848,52807,1798,1645,2016,Auto,40436,43611,140,1,115000
Volkswagen,Sports Car,18-Jun-2010,5yrs  COE left),N.A,N.A,620,N.A,N.A,1390,1285,2010,Auto,23907,23907,118,2,N.A
Toyota,MPV,25-Apr-2006,6yrs 1mth 6days COE left),6550,170000,1361,28964,47450,1794,1300,2005,Auto,20410,22451,97,6,40000
Nissan,Van,26-Feb-2020,9yrs 11mths 7days COE left),5020,N.A,N.A,24871,25001,1597,1220,2019,Auto,20475,1024,80,1,49988
Citroen,SUV,28-Feb-2017,6yrs 11mths 9days COE left),N.A,N.A,508,N.A,48401,1199,975,2016,Auto,17719,5000,60,1,N.A
Toyota,Luxury Sedan,16-Jan-2007,1yr 9mths 28days COE left),9560,135000,1573,9638,26330,1998,1530,2006,Auto,27853,30639,108,3,17500
BMW,SUV,30-Sep-2019,9yrs 6mths 11days COE left),N.A,N.A,684,N.A,37912,1499,1430,2019,Auto,36905,43667,103,1,N.A
Honda,MPV,05-Apr-2019,9yrs 17days COE left),9260,19900,682,45433,33689,1496,1430,2019,Auto,27083,19917,101,1,93800
Mercedes-Benz,Van,06-Dec-2017,7yrs 8mths 17days COE left),5670,63000,N.A,36202,46890,1461,1420,2017,Manual,25085,1255,1,N.A,43800
Honda,Mid-Sized Sedan,03-Oct-2016,6yrs 6mths 14days COE left),N.A,N.A,684,N.A,57903,1498,1324,2016,Auto,26078,23510,127,1,N.A
Lexus,SUV,25-Oct-2010,7mths 6days COE left),26200,N.A,2002,25628,43501,2672,1840,2010,Auto,46012,46012,138,1,38800
BMW,Sports Car,08-Dec-2010,8mths 19days COE left),15780,148000,1796,23913,46001,2497,1460,2010,Auto,41171,41171,160,6,32000
Mazda,MPV,28-Jul-2017,7yrs 4mths 9days COE left),N.A,N.A,1210,N.A,52000,1998,1664,2017,Auto,20715,21001,111,1,N.A
Toyota,Bus/Mini Bus,26-Feb-2020,NA,6920,8,N.A,N.A,N.A,2754,1800,2019,Auto,38052,1903,1,N.A,68800
Toyota,MPV,26-Aug-2016,6yrs 5mths 7days COE left),13880,31400,1638,65487,56500,2362,1790,2015,Auto,33423,38793,125,1,108800
Toyota,Luxury Sedan,06-Aug-2015,5yrs 4mths 18days COE left),9930,51000,1792,55928,58109,2494,1475,2015,Auto,29170,32838,133,2,69900
Ford,Truck,20-Feb-2020,9yrs 11mths 1day COE left),N.A,N.A,N.A,N.A,24402,1996,2360,2019,Auto,22388,23344,1,N.A,N.A
Audi,SUV,19-Sep-2015,5yrs 6mths  COE left),N.A,N.A,1194,N.A,62101,1984,1830,2014,Auto,45553,55775,165,1,N.A
Volkswagen,Van,25-Jun-2007,2yrs 3mths 6days COE left),N.A,N.A,N.A,N.A,18757,1968,1400,2007,Manual,22014,3,N.A,N.A,N.A
Subaru,SUV,04-May-2018,8yrs 1mth 15days COE left),9100,45339,1208,40543,37330,1995,1591,2018,Auto,13584,13584,110,1,80800
Honda,SUV,18-Feb-2016,5yrs 10mths 30days COE left),N.A,N.A,682,N.A,46651,1496,1190,2015,Auto,19809,9809,96,1,N.A
Kia,Sports Car,23-Feb-2010,5yrs  COE left),6560,119545,738,N.A,N.A,1591,N.A,2009,Auto,15754,15754,92,2,32800
Audi,Sports Car,24-Jun-2015,5yrs 3mths 5days COE left),N.A,N.A,624,N.A,61000,1395,1440,2014,Auto,39433,32207,92,2,N.A
BMW,Luxury Sedan,21-Sep-2012,2yrs 6mths 2days COE left),N.A,N.A,1210,N.A,88500,1997,1695,2012,Auto,48024,48024,180,2,N.A
Volkswagen,Hatchback,25-May-2010,2mths 6days COE left),N.A.,111000,620,7867,18150,1390,1129,2010,Auto,15068,15068,63,3,12000
Volkswagen,Mid-Sized Sedan,10-Jun-2015,5yrs 2mths 22days COE left),N.A,N.A,620,N.A,66000,1390,1417,2015,Auto,19307,9307,90,1,N.A
Ssangyong,SUV,24-Aug-2017,7yrs 5mths 5days COE left),7810,54000,742,44935,42900,1597,1300,2017,Auto,17382,17382,94,1,66800
Toyota,MPV,09-Mar-2010,10yrs  COE left),N.A,N.A,974,N.A,N.A,1797,1340,2009,Auto,21329,21329,106,2,N.A
Honda,Mid-Sized Sedan,18-Apr-2009,4yrs 30days COE left),8270,N.A,1076,14466,17706,1799,1219,2008,Auto,26671,26671,103,4,33800
Proton,MPV,27-Feb-2010,5yrs  COE left),N.A,N.A,742,N.A,N.A,1597,N.A,2010,Auto,14126,14126,93,2,N.A
Subaru,Hatchback,27-Feb-2008,7yrs 11mths 8days COE left),7900,137000,1447,40199,50578,1994,1390,2007,Auto,25343,27878,184,4,62800
Porsche,Sports Car,01-Apr-2011,1yr 13days COE left),34080,130000,3332,67682,53400,3605,1760,2011,Auto,113003,113003,224,3,91800
Lamborghini,Sports Car,28-Dec-2010,10yrs 13days COE left),29080,29000,5834,35562,35416,5204,1500,2010,Auto,204731,204731,405,4,292000
Honda,Mid-Sized Sedan,29-Jan-2018,7yrs 10mths 10days COE left),N.A,N.A,742,N.A,41761,1597,1249,2017,Auto,19358,19358,92,1,N.A
Porsche,Sports Car,31-Jan-2007,6yrs 10mths 12days COE left),11780,121594,3890,36198,52660,3387,1395,2006,Auto,98498,108348,217,4,81000
Mitsubishi,SUV,06-Feb-2018,7yrs 10mths 18days COE left),N.A,N.A,1210,N.A,42661,1998,1480,2017,Auto,18851,18851,110,1,N.A
Toyota,SUV,22-Jul-2019,9yrs 4mths 3days COE left),14300,6283,2028,71189,47000,2694,1875,2019,Auto,31670,36338,122,1,151800
Mercedes-Benz,Luxury Sedan,02-Mar-2010,10yrs  COE left),N.A,N.A,974,N.A,N.A,1796,1490,2009,Auto,43054,43054,135,4,N.A
Nissan,Van,25-Aug-2011,1yr 5mths 6days COE left),N.A,N.A,N.A,N.A,29006,1461,1300,2011,Manual,21872,1094,2,N.A,N.A
Subaru,SUV,25-Mar-2017,7yrs 6days COE left),N.A,N.A,1208,N.A,53300,1995,1591,2017,Auto,14721,14721,110,1,N.A
Volkswagen,MPV,16-Dec-2016,6yrs 8mths 27days COE left),9650,65129,624,47300,46229,1395,1288,2016,Auto,24623,21473,110,1,75888
Nissan,SUV,27-Apr-2016,6yrs 1mth 8days COE left),9140,N.A,508,38590,46009,1197,1285,2016,Auto,18974,13974,85,1,62800
Isuzu,Truck,08-Jan-2010,4yrs 9mths 20days COE left),6190,N.A,N.A,11973,12443,5193,4400,2009,Manual,39542,1978,2,N.A,29800
Toyota,Mid-Sized Sedan,09-May-2013,3yrs 1mth 20days COE left),10280,93000,742,29415,62497,1598,1195,2013,Auto,15065,15065,90,1,39800
Toyota,Hatchback,16-Jan-2017,6yrs 9mths 28days COE left),7220,N.A,N.A,38564,50951,1496,1090,2016,Auto,20467,5000,73,1,51800
Volkswagen,MPV,29-Apr-2010,5yrs  COE left),9370,138000,620,N.A,N.A,1390,1587,2010,Auto,26539,26539,125,3,46900
Ssangyong,SUV,15-Jan-2020,9yrs 9mths 27days COE left),9140,849,684,51436,37109,1497,N.A,2020,Auto,19929,19929,120,1,99800
Hyundai,Stationwagon,13-Sep-2012,2yrs 5mths 25days COE left),10170,N.A,1212,32420,73890,1999,1595,2012,Auto,23397,23397,130,3,37000
BMW,Sports Car,11-Mar-2010,10yrs  COE left),6580,N.A,1208,N.A,N.A,1995,1460,2009,Auto,41592,41592,115,4,65800
Peugeot,Stationwagon,28-Jul-2017,7yrs 4mths 9days COE left),8810,29983,508,39788,44002,1199,1190,2017,Auto,19861,9861,96,1,69800
Ford,Luxury Sedan,20-Dec-2010,9mths 1day COE left),N.A,N.A,1520,N.A,62502,2261,1541,2010,Auto,18867,18867,118,2,N.A
Aston,Sports Car,09-Apr-2010,21days COE left),N.A.,30700,6976,149713,36089,5935,1850,2010,Auto,299010,299010,380,5,283333
Mercedes-Benz,Luxury Sedan,14-Feb-2006,5yrs 8mths 12days COE left),10480,N.A,4430,34537,60519,3498,1850,2005,Auto,103686,114055,200,6,59800
Audi,Luxury Sedan,19-Aug-2010,10yrs  COE left),6780,N.A,1194,N.A,N.A,1984,1550,2010,Auto,44458,44458,125,3,67800
Audi,SUV,23-Jul-2010,10yrs  COE left),N.A,N.A,1194,N.A,N.A,1984,1740,2010,Auto,45951,45951,155,1,N.A
Audi,Sports Car,26-Dec-2017,7yrs 9mths 7days COE left),18630,56000,1194,80182,49012,1984,1545,2017,Auto,45784,56098,213,2,172888
Mitsubishi,Truck,06-Jan-2014,3yrs 9mths 18days COE left),12310,N.A,N.A,19437,51112,2477,1780,2013,Manual,18315,18315,1,N.A,46800
Nissan,Van,09-Sep-2014,4yrs 5mths 21days COE left),6880,N.A,N.A,19436,43390,2488,1800,2014,Manual,23914,1196,2,N.A,30800
Toyota,Mid-Sized Sedan,02-Mar-2010,5yrs  COE left),6760,120350,742,N.A,N.A,1598,1195,2010,Auto,16716,16716,80,2,33800
Honda,Mid-Sized Sedan,23-Dec-2016,6yrs 9mths 4days COE left),10860,68800,684,54456,53001,1498,1324,2016,Auto,26990,24786,127,1,85888
Mercedes-Benz,Sports Car,01-Jun-2012,2yrs 2mths 13days COE left),N.A,N.A,974,N.A,85216,1796,1470,2011,Auto,53522,53522,135,4,N.A
Toyota,Luxury Sedan,01-Dec-2014,4yrs 8mths 12days COE left),N.A,N.A,1210,N.A,70890,1998,1445,2014,Auto,25174,27244,109,1,N.A
Toyota,SUV,27-Dec-2013,3yrs 9mths 8days COE left),N.A,N.A,1198,N.A,75700,1987,1565,2013,Auto,33305,38627,111,2,N.A
Mercedes-Benz,Luxury Sedan,02-Aug-2010,10yrs  COE left),N.A,N.A,974,N.A,N.A,1796,1505,2010,Auto,45292,45292,135,3,N.A
Toyota,MPV,22-Feb-2017,6yrs 11mths 3days COE left),9450,61010,974,49111,48556,1797,1350,2016,Auto,20420,20588,105,1,75800
Mercedes-Benz,Luxury Sedan,24-Nov-2011,1yr 8mths 5days COE left),16640,150000,974,40749,73600,1796,1650,2011,Auto,51542,51542,150,3,53800
Mercedes-Benz,Luxury Sedan,02-Jun-2010,2mths 14days COE left),N.A,N.A,974,N.A,40001,1796,1650,2010,Auto,56996,56996,150,3,N.A
Toyota,Luxury Sedan,29-Apr-2014,4yrs 1mth 10days COE left),11030,N.A,1792,53235,77003,2494,1470,2014,Auto,27702,30783,133,1,60800
Toyota,Mid-Sized Sedan,24-Apr-2006,1yr 1mth 5days COE left),8920,N.A,958,5062,23039,1497,990,2006,Manual,12271,13499,80,6,9800
Lexus,Luxury Sedan,30-May-2014,4yrs 2mths 11days COE left),N.A,N.A,1792,N.A,73810,2494,1615,2014,Auto,39966,47953,135,1,N.A
